ts,symbol,condition_id,token_id_up,token_id_down,up_price,down_price,up_best_bid,up_best_ask,down_best_bid,down_best_ask,up_spread,down_spread,up_bid_depth,up_ask_depth,down_bid_depth,down_ask_depth,elapsed_pct,remaining_sec,arb_profit,up_trade_count,down_trade_count,total_volume,vol_bucket,trend_bucket,rv60,eff60,prob_up,dir_60pct,dir_80pct,dir_90pct,prob_008,prob_012,prob_020,market_start_ts,market_end_ts
2026-03-11T03:36:30.975445+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.2,0.8,0.01,0.99,0.01,0.99,0.98,0.98,4647.06,1292.2,1292.2,4647.06,0.4344,509.0,,3,16,1245.9541170000002,LowVol,Trend,3.451863,0.0302,0.248,0.248,0.2165,0.2008,0.52,0.63,0.8,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:37:30.993067+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.14,0.86,0.01,0.99,0.01,0.99,0.98,0.98,4606.84,1222.62,1222.62,4606.84,0.5011,449.0,,3,16,1245.9541170000002,LowVol,Range,4.138746,0.0129,0.2408,0.2408,0.2084,0.1922,0.65,0.74,0.87,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:38:43.579075+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.82,0.18,0.01,0.99,,,0.98,,4606.84,1217.62,,,0.5818,376.4,,3,16,1501.3942450000002,LowVol,Trend,5.16639,0.0218,0.7688,0.7688,0.8024,0.8192,0.52,0.63,0.8,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:39:43.598691+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.88,0.12,0.01,0.99,0.01,0.99,0.98,0.98,4006.84,835.62,835.62,4006.84,0.6485,316.4,,3,16,1501.3942450000002,LowVol,Trend,6.290243,0.0225,0.8192,0.8192,0.8591,0.879,0.52,0.63,0.8,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:40:43.615644+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.04,0.96,0.01,0.99,0.01,0.99,0.98,0.98,4072.84,798.9,798.9,4072.84,0.7151,256.4,,3,16,1501.3942450000002,HighVol,Range,8.584717,0.0066,0.2056,0.2056,0.1688,0.1504,0.44,0.56,0.71,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:41:43.627517+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.87,0.13,0.01,0.99,0.01,0.99,0.98,0.98,4072.84,915.56,915.56,4072.84,0.7818,196.4,,3,16,2307.037925000001,HighVol,Range,11.029644,0.0156,0.7368,0.7368,0.7664,0.7812,0.44,0.56,0.71,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:42:43.649900+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.83,0.17,0.01,0.99,0.01,0.99,0.98,0.98,506.84000000000003,788.56,788.56,506.84000000000003,0.8485,136.3,,3,16,2307.037925000001,HighVol,Range,10.594542,0.0154,0.7112,0.7112,0.7376,0.7508,0.44,0.56,0.71,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:43:55.389597+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.02,0.98,0.01,0.99,0.01,0.99,0.98,0.98,3806.84,300.31,300.31,3806.84,0.9282,64.6,,3,16,2307.037925000001,HighVol,Range,10.967871,0.0,0.1928,0.1928,0.1544,0.1352,0.44,0.56,0.71,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:44:55.411304+00:00,XRP,xrp-updown-15m,0xcf33761b52070062568ffb60816406df2239e6eae35f232aec7fb10e07314650,32344116027789209393069430699476867390865524690141014541638423412272111475203,31098839638589445065674439383576976520265267442280949365399054825264334716264,0.99,0.01,0.01,1.0,0.0,0.99,0.0,0.0,3926.84,0.0,0.0,3926.84,0.9949,4.6,,3,16,3667.515269000003,HighVol,Range,12.306692,0.0149,0.8136,0.8136,0.8528,0.8724,0.44,0.56,0.71,2026-03-11T03:30:00+00:00,2026-03-11T03:45:00+00:00
2026-03-11T03:45:55.423361+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.46,0.54,0.01,0.99,0.01,0.99,0.98,0.98,23617.850000000002,22225.010000000002,22225.010000000002,23617.850000000002,0.0616,844.6,,0,5,186.11040700000004,HighVol,Range,11.635467,0.0031,0.4744,0.4744,0.4712,0.4696,0.44,0.56,0.71,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:46:55.437987+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.44,0.56,0.01,0.99,0.01,0.99,0.98,0.98,22886.07,22665.66,22665.66,22886.07,0.1283,784.5,,0,5,186.11040700000004,LowVol,Trend,4.660436,0.058,0.4496,0.4496,0.4433,0.4401,0.52,0.63,0.8,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:47:55.455048+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.47,0.53,0.01,0.99,0.01,0.99,0.98,0.98,22626.07,21045.66,21045.66,22626.07,0.195,724.5,,0,5,593.631854,LowVol,Range,0.556852,0.0061,0.4784,0.4784,0.4757,0.4743,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:49:07.342255+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.3,0.7,0.01,0.99,0.01,0.99,0.98,0.98,19055.95,20010.010000000002,20010.010000000002,19055.95,0.2748,652.6,,0,5,593.631854,LowVol,Range,1.706863,0.0117,0.356,0.356,0.338,0.329,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:50:07.360495+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.52,0.48,0.01,0.99,0.01,0.99,0.98,0.98,4453.9400000000005,2406.0,2406.0,4453.9400000000005,0.3415,592.6,,0,5,593.631854,LowVol,Range,2.657307,0.0134,0.5144,0.5144,0.5162,0.5171,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:51:07.379026+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.51,0.49,0.01,0.99,0.01,0.99,0.98,0.98,5085.66,4792.2699999999995,4792.2699999999995,5085.66,0.4082,532.6,,0,5,691.22184,LowVol,Range,2.643915,0.0018,0.5072,0.5072,0.5081,0.5086,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:52:07.398206+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.52,0.48,0.01,0.99,0.01,0.99,0.98,0.98,1793.94,1746.0,1746.0,1793.94,0.4749,472.6,,0,5,691.22184,LowVol,Range,2.452495,0.0039,0.5144,0.5144,0.5162,0.5171,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:53:07.422907+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.52,0.48,0.01,0.99,0.01,0.99,0.98,0.98,3793.94,4900.0,4900.0,3793.94,0.5416,412.6,,0,5,691.22184,LowVol,Range,1.667618,0.0059,0.5144,0.5144,0.5162,0.5171,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
2026-03-11T03:54:20.452041+00:00,XRP,xrp-updown-15m,0xcfbd91067b5645952d3758d02fbc9e239e313b3c01fa727b835a384dd199fde8,39809183111599891962911350811769587188516915397653732028279824633037026898389,74144973700378090083545664940684254291729291628933390820579630716701023844467,0.56,0.44,0.01,0.99,0.01,0.99,0.98,0.98,3313.94,3061.0,3061.0,3313.94,0.6227,339.5,,0,5,1919.888394,LowVol,Range,1.732258,0.0153,0.5432,0.5432,0.5486,0.5513,0.65,0.74,0.87,2026-03-11T03:45:00+00:00,2026-03-11T04:00:00+00:00
