id,timestamp,market_id,interval_minutes,log_return,realized_vol_60m,efficiency_60m,vol_bucket,trend_bucket,created_at
551,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
558,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
570,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
572,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
594,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
601,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
613,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
615,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
637,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
644,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
656,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
658,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
680,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
687,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
699,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
701,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
723,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
730,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
742,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
744,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
766,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
773,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
785,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
787,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
809,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
816,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
828,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
830,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
852,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
859,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
871,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
873,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
895,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
902,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
914,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
916,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
938,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
945,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
957,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
959,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
981,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
988,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1000,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1002,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1024,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1031,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1043,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1045,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1067,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1074,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1086,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1088,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1110,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1117,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1129,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1131,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1153,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1160,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1172,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1174,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1196,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1203,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1215,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1217,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1239,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1246,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1258,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1260,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1282,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1289,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1301,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1303,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1325,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1332,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1344,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1346,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1368,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1375,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1387,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1389,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1411,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1418,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1430,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1432,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1454,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1461,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1473,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1475,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1497,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1504,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1516,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1518,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1540,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1547,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1559,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1561,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1583,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1590,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1602,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1604,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1626,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1633,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1645,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1647,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1669,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1676,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1688,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1690,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1712,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1719,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1731,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1733,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1755,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1762,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1774,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1776,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1798,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1805,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1817,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1819,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1841,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1848,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1860,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1862,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1884,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1891,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1903,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1905,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1927,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1934,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1946,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1948,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
1970,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
1977,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
1989,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
1991,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
2013,1771824662,"0xcae9ac493097144d6b36b6f0640a4f5c85f7b8edc79ff55547cfe4bdbaa58a64",12,0,0,0,"LowVol","Range",
2020,1771824662,"0xff92abdfb6703fe61b3a6635be42009de8ddc7f660138001c901bf93fb67bd08",12,0,0,0,"LowVol","Range",
2032,1771824662,"0x3b559744321a2340173daffad70fe3fa9d45d7a1c822d8117cc3e6c3ccbf7bc3",12,0,0,0,"LowVol","Range",
2034,1771824662,"0x448cb9846e4bb891c8277d17905c9d066e250fa504e1720ecc23f82a8e964fd7",12,0,0,0,"LowVol","Range",
