id,timestamp,market_id,market_name,token_id,outcome,price,bid,ask,spread,volume_24h,bid_depth,ask_depth,created_at
46300,1771922224,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18494,18494,
46301,1771922224,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46302,1771922224,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46287,1771922164,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46288,1771922164,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46289,1771922164,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46290,1771922164,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46291,1771922164,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18494,18494,
46292,1771922164,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18494,18494,
46293,1771922164,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46294,1771922164,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46279,1771922104,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46280,1771922104,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46281,1771922104,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46282,1771922104,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46283,1771922104,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18494,18494,
46284,1771922104,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18494,18494,
46285,1771922104,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46286,1771922104,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46271,1771922044,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46272,1771922044,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46273,1771922044,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46274,1771922044,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46275,1771922044,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18494,18494,
46276,1771922044,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18494,18494,
46277,1771922044,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46278,1771922044,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46263,1771921984,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46264,1771921984,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46265,1771921984,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46266,1771921984,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46267,1771921984,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18494,18494,
46268,1771921984,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18494,18494,
46269,1771921984,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46270,1771921984,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46255,1771921924,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46256,1771921924,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46257,1771921924,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46258,1771921924,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46259,1771921924,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18474,18474,
46260,1771921924,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18474,18474,
46261,1771921924,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46262,1771921924,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
46247,1771921864,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17417,17489,
46248,1771921864,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17489,17417,
46249,1771921864,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17494.989999999998,17510,
46250,1771921864,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17510,17494.989999999998,
46251,1771921864,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18474,18474,
46252,1771921864,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18474,18474,
46253,1771921864,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17159,17281,
46254,1771921864,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17281,17159,
