ts,symbol,condition_id,token_id_up,token_id_down,up_price,down_price,up_best_bid,up_best_ask,down_best_bid,down_best_ask,up_spread,down_spread,up_bid_depth,up_ask_depth,down_bid_depth,down_ask_depth,elapsed_pct,remaining_sec,arb_profit,up_trade_count,down_trade_count,total_volume,vol_bucket,trend_bucket,rv60,eff60,prob_up,dir_60pct,dir_80pct,dir_90pct,prob_008,prob_012,prob_020,market_start_ts,market_end_ts
2026-03-09T17:23:54.629031+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.95,0.05,0.01,0.99,0.01,0.99,0.98,0.98,16726.13,23537.71,23537.71,16741.43,0.594,365.4,,13,3,14841.049437000009,HighVol,Trend,6.894765,0.0381,0.896,0.896,0.9455,0.9702,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:25:33.852654+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.02,0.98,0.01,0.02,0.98,0.99,0.01,0.010000000000000009,5525.08,8017.4,8017.4,5525.08,0.7043,266.1,,19,13,14841.049437000009,HighVol,Trend,13.272019,0.0491,0.0776,0.0776,0.0248,0.0,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:26:34.030073+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.5,0.5,0.003,0.01,0.99,0.997,0.007,0.007000000000000006,8877.38,4540.5599999999995,4540.5599999999995,8877.38,0.7711,206.0,,19,13,14841.049437000009,HighVol,Trend,21.712627,0.0008,0.5,0.5,0.5,0.5,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:27:34.060454+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.0035,0.9965,0.003,0.004,0.996,0.997,0.001,0.0010000000000000009,18293.030000000002,7389.23,7389.23,18293.030000000002,0.8378,145.9,,19,13,57999.00988299992,HighVol,Trend,26.816346,0.0008,0.0631,0.0631,0.0085,0.0,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:28:34.076386+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.998,0.002,0.0,0.999,0.001,1.0,0.999,0.999,0.0,15147.15,15147.15,0.0,0.9045,85.9,,19,13,57999.00988299992,HighVol,Trend,32.380337,0.0189,0.9382,0.9382,0.993,1.0,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:29:43.742016+00:00,BTC,btc-updown-15m,0xdebe0c977657780c417a75ce234fc18ea99f94e1bdf2244519c1c09b31e753a0,37147120048574922196089589795671478681206103804131819850077039269364423333919,93431098081947729282644092651194110045895062943742819357304411622249360329959,0.999,0.001,0.0,0.001,0.999,1.0,0.0,0.0,0.0,48572.97,48572.97,0.0,0.9819,16.3,,19,13,57999.00988299992,HighVol,Trend,26.780908,0.0398,0.9391,0.9391,0.994,1.0,0.36,0.47,0.63,2026-03-09T17:15:00+00:00,2026-03-09T17:30:00+00:00
2026-03-09T17:30:43.763392+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.5,0.5,0.57,0.58,0.42,0.43,0.010000000000000009,0.010000000000000009,3636.43,2148.3199999999997,2148.3199999999997,3636.43,0.0486,856.2,,11,4,1948.7191640000003,LowVol,Trend,7.673455,0.0423,0.5,0.5,0.5,0.5,0.52,0.63,0.8,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:31:43.781213+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.675,0.325,0.67,0.68,0.32,0.33,0.010000000000000009,0.010000000000000009,6986.96,5822.39,5822.39,6986.96,0.1153,796.2,,11,4,1948.7191640000003,LowVol,Trend,2.35461,0.0192,0.647,0.647,0.6654,0.6746,0.52,0.63,0.8,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:32:43.796860+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.545,0.455,0.54,0.55,0.45,0.46,0.010000000000000009,0.010000000000000009,4478.91,5804.13,5804.13,4478.91,0.182,736.2,,11,4,1948.7191640000003,LowVol,Trend,2.533327,0.0161,0.5378,0.5378,0.5425,0.5449,0.52,0.63,0.8,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:33:43.810134+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.705,0.295,,,,,,,,,,,0.2487,676.2,,11,4,2031.2642800000006,LowVol,Range,2.736637,0.0041,0.6476,0.6476,0.6661,0.6753,0.65,0.74,0.87,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:34:52.219771+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.64,0.36,0.61,0.62,0.38,0.39,0.010000000000000009,0.010000000000000009,5569.85,2144.91,2144.91,5569.85,0.3247,607.8,,11,4,2031.2642800000006,LowVol,Range,3.595444,0.011,0.6008,0.6008,0.6134,0.6197,0.65,0.74,0.87,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:35:52.236111+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.555,0.445,0.55,0.56,0.44,0.45,0.010000000000000009,0.010000000000000009,7362.84,1380.69,1380.69,7362.84,0.3914,547.8,,16,5,2031.2642800000006,LowVol,Trend,3.11594,0.0182,0.5462,0.5462,0.552,0.5549,0.52,0.63,0.8,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:36:52.251937+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.435,0.565,0.42,0.44,0.56,0.58,0.020000000000000018,0.019999999999999907,4157.44,3672.82,3672.82,4157.44,0.4581,487.7,,16,5,2031.2642800000006,LowVol,Trend,1.476383,0.0255,0.4454,0.4454,0.4386,0.4352,0.52,0.63,0.8,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:37:52.300522+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.385,0.615,0.38,0.39,0.61,0.62,0.010000000000000009,0.010000000000000009,7610.89,6241.12,6241.12,7610.89,0.5248,427.7,,16,5,2031.2642800000006,LowVol,Range,2.047574,0.0101,0.4172,0.4172,0.4068,0.4017,0.65,0.74,0.87,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:38:52.318647+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.13,0.87,0.12,0.13,0.87,0.88,0.010000000000000009,0.010000000000000009,8829.08,5790.57,5790.57,8829.08,0.5915,367.7,,16,5,2031.2642800000006,HighVol,Trend,4.249062,0.0338,0.1744,0.1744,0.1337,0.1134,0.36,0.47,0.63,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:40:04.311772+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.06,0.94,0.06,0.07,0.93,0.94,0.010000000000000009,0.009999999999999898,14305.240000000002,7431.05,7431.05,14305.240000000002,0.6715,295.7,,16,5,41245.25761099996,HighVol,Trend,8.935446,0.0194,0.1128,0.1128,0.0644,0.0402,0.36,0.47,0.63,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:41:04.334943+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.025,0.975,0.02,0.03,0.97,0.98,0.009999999999999998,0.010000000000000009,3388.8399999999997,5863.12,5863.12,3388.8399999999997,0.7382,235.7,,22,12,41245.25761099996,HighVol,Trend,14.186194,0.018,0.082,0.082,0.0297,0.0036,0.36,0.47,0.63,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:42:04.352336+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.99,0.01,0.0,0.01,0.99,1.0,0.0,0.0,0.0,9295.06,9295.06,0.0,0.8048,175.6,,22,12,41245.25761099996,HighVol,Range,20.049299,0.0004,0.8136,0.8136,0.8528,0.8724,0.44,0.56,0.71,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:43:04.366697+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.01,0.99,0.0,0.01,0.99,1.0,0.0,0.0,0.0,22121.13,22121.13,0.0,0.8715,115.6,,22,12,55198.001265999825,HighVol,Range,20.031846,0.0014,0.1864,0.1864,0.1472,0.1276,0.44,0.56,0.71,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:44:04.385410+00:00,BTC,btc-updown-15m,0x9dd4644808d5df8ca1b70702bb1d25a1a53c529a731ff482b1b5a53ce44dbd25,89850477199916247056183035211077715670624729875066017968571907621780378830122,107686302192023407579022473300731275930276173666830231361775728412885690097231,0.0015,0.9985,0.001,0.002,0.998,0.999,0.001,0.0010000000000000009,1097.15,21803.94,21803.94,1097.15,0.9382,55.6,,22,12,55198.001265999825,HighVol,Range,19.866021,0.0003,0.181,0.181,0.1411,0.1211,0.44,0.56,0.71,2026-03-09T17:30:00+00:00,2026-03-09T17:45:00+00:00
2026-03-09T17:45:14.368032+00:00,BTC,btc-updown-15m,0x7574cd999f64afadddf98ee1113f194afe2a2fc0525729eadab9f1234246ef8f,49027637347597712940827148729668582733719557767435605921749131674776231313795,109090286235565774997394378351335715333454438952700039364054628171853397293672,0.57,0.43,0.01,0.99,0.01,0.99,0.98,0.98,26825.89,26405.66,26405.66,26825.89,0.016,885.6,,3,4,1089.152089,HighVol,Trend,25.833548,0.0196,0.5616,0.5616,0.5693,0.5731,0.36,0.47,0.63,2026-03-09T17:45:00+00:00,2026-03-09T18:00:00+00:00
2026-03-09T17:46:14.385033+00:00,BTC,btc-updown-15m,0x7574cd999f64afadddf98ee1113f194afe2a2fc0525729eadab9f1234246ef8f,49027637347597712940827148729668582733719557767435605921749131674776231313795,109090286235565774997394378351335715333454438952700039364054628171853397293672,0.6,0.4,0.01,0.99,0.01,0.99,0.98,0.98,23395.79,22904.79,22904.79,23395.79,0.0827,825.6,,3,4,1089.152089,HighVol,Trend,23.662404,0.0285,0.588,0.588,0.599,0.6045,0.36,0.47,0.63,2026-03-09T17:45:00+00:00,2026-03-09T18:00:00+00:00
2026-03-09T17:47:14.398823+00:00,BTC,btc-updown-15m,0x7574cd999f64afadddf98ee1113f194afe2a2fc0525729eadab9f1234246ef8f,49027637347597712940827148729668582733719557767435605921749131674776231313795,109090286235565774997394378351335715333454438952700039364054628171853397293672,0.451,0.549,0.01,0.99,0.01,0.99,0.98,0.98,23365.81,22940.02,22940.02,23365.81,0.1493,765.6,,3,4,1089.152089,HighVol,Range,20.052275,0.0,0.4686,0.4686,0.4647,0.4628,0.44,0.56,0.71,2026-03-09T17:45:00+00:00,2026-03-09T18:00:00+00:00
2026-03-09T17:48:14.413841+00:00,BTC,btc-updown-15m,0x7574cd999f64afadddf98ee1113f194afe2a2fc0525729eadab9f1234246ef8f,49027637347597712940827148729668582733719557767435605921749131674776231313795,109090286235565774997394378351335715333454438952700039364054628171853397293672,0.32,0.68,,,,,,,,,,,0.216,705.6,,3,4,1089.152089,LowVol,Trend,6.990332,0.1152,0.3488,0.3488,0.3299,0.3205,0.52,0.63,0.8,2026-03-09T17:45:00+00:00,2026-03-09T18:00:00+00:00
2026-03-09T17:49:14.432263+00:00,BTC,btc-updown-15m,0x7574cd999f64afadddf98ee1113f194afe2a2fc0525729eadab9f1234246ef8f,49027637347597712940827148729668582733719557767435605921749131674776231313795,109090286235565774997394378351335715333454438952700039364054628171853397293672,0.71,0.29,0.01,0.99,0.01,0.99,0.98,0.98,18774.82,14758.54,14758.54,18769.25,0.2827,645.6,,13,10,12451.52655,LowVol,Trend,2.332099,0.0349,0.6764,0.6764,0.6985,0.7095,0.52,0.63,0.8,2026-03-09T17:45:00+00:00,2026-03-09T18:00:00+00:00
